38.75,36.44,39.63,28.31,51,44.63,32.38,47.06,40.88,26.38
38.25,38.19,40.19,27.06,51.31,46.5,31.25,47.5,38.25,26.06
39,38,39.13,27.75,51.38,46.69,31.56,47.69,36.63,26.5
37.5,37.25,38.44,27.25,50.88,46.06,31.56,46.88,37.25,26.25
36.5,37.31,37.94,28,51.19,46.5,31.31,42.13,37.5,27.5
38.81,37.11,37.44,27.38,51.38,48.44,31.19,40.25,35.81,26.94
39.38,37.38,37.88,27.75,50.44,49.19,30.38,41.25,36.13,27.19
39.94,37.56,38.13,27.63,50.5,49.38,30.38,42.5,35.75,27.19
39.13,36.88,38.06,26.19,50,48.63,30.38,40.75,36.06,26.69
39.63,36.44,38.44,25.25,49.69,48.19,30.44,42,35.13,26.44
42.94,37,38.38,25.88,48.38,46.94,30.38,41.44,36.69,26.06
41.5,36.69,38.96,24.25,48.06,44.83,29.89,39.58,36.63,23.19
41.5,37.38,39,25,48.56,46.81,29.56,40.88,37.69,24.62
45.69,35.56,38.63,27.44,50.13,47.25,29.69,41.69,37.63,25
45.88,36.13,40,26.06,50.63,47.63,30.13,40,36.94,25.06
43.5,36,41.5,25.88,50.5,47.06,29.5,38.63,37.63,24.81
42.94,35.56,40.25,26.31,52.94,51.88,28.75,39.13,36.25,24.88
42.38,35.81,39.94,26,54.25,51.75,28.38,36.63,36.38,26.38
42.69,35.88,38.63,25.06,55.88,53.75,29,39.77,37.38,26.81
42.44,37.38,40,25.31,54.75,50.5,27.19,38.63,38.94,26.5
44.88,37.53,39.38,25.88,55.5,48.56,27.25,38.5,37.94,28
43.63,35.8,39.19,25.88,54.25,48.19,28,36.5,38.75,27.06
42.81,36.31,38.44,26,55.06,48.81,28.5,37.88,37.52,26.25
40.75,36.13,38.31,25.75,53,47.44,27.88,42,37.63,25.69
37.5,34.56,37.19,25.06,53,47.56,27.69,37.88,37.88,25.75
40.06,35,37.13,23.63,55,49.75,27,38.63,38.63,25.5
41.44,36.13,37.44,25.63,55.94,50.75,28.69,39.56,39.13,26.44
40.38,37.13,37.56,25.44,54.63,49,29.44,40.19,39.94,25.88
39.75,37.63,37.69,24.38,53.38,47.13,29.88,40.06,39.5,24.95
37.88,37.69,37.56,24.75,54.75,47,29.88,39.88,39.88,24.81
40,39.13,38.81,25.06,55,46.25,29.88,40.13,41.06,25.25
38.44,40.69,38.25,25.5,52.94,44.88,30.19,40.06,40.06,25.62
35.88,43,39.5,26.06,52.56,44.63,30.06,40,40.38,25
35.06,42,39.31,25.63,53.81,42.63,30.25,41.5,39.5,25.12
36,41.38,39.88,26.38,55.56,43,30,40.69,40.75,25.5
33.56,43.94,41.25,25.94,53.75,42.13,30.13,43,41,25.94
31.56,42.56,40.69,25.31,51.06,40.81,29.88,39.69,40.19,24.38
30.06,41.13,40.94,25.88,50.88,42,30.06,39,40.5,24.5
30.44,42.25,41.38,25.13,50.69,42.13,29.94,39.69,40.56,24.06
27.81,41.06,40.31,24.13,48.94,41.06,30,38.94,40.06,23.38
25.13,39.25,39,23.38,34.88,37.81,28.38,38.38,38.31,22.75
28.44,40.06,39.75,25.38,36.31,38.81,28.88,38.5,39.25,24.06
24.31,38.25,38.25,24.63,37.69,39.25,29,39.44,40.56,24.38
21.94,37.56,35.44,24.44,35.13,37.44,28,38,39.75,23.69
25.13,37.44,35.5,25.06,36.5,39.81,28.06,37.75,40.31,24
27.75,40.38,34.94,25.63,38.63,41.13,27.88,38.38,41,25.94
30.81,41.88,36.38,25.06,39.44,41.13,28.25,37.13,40.31,25.12
30,42,36.19,25.19,40.56,41.75,29.13,36.38,40,24.75
29.56,41.63,36.19,25.81,39.25,42,29.13,37.06,40.38,24.81
31.88,40.56,34.81,25.13,38.38,40.5,29,37.38,40.69,24.25
36.88,40.06,35.13,25.13,38.94,40.94,28.94,39.19,41,24.25
35.63,41.44,34.31,25.56,39.38,41.88,29.75,38.31,39.75,24.44
32.88,40.81,34.88,26.5,40.94,43.31,31.19,38.94,41.63,25.5
36.63,40.13,35.81,26.13,43,45.69,31,39.94,44.69,27.62
37.38,40.38,36.63,25.81,44.06,46.13,31.63,39.88,44.56,27.56
39.75,39.38,37.31,26.06,42.75,45.94,31.94,42.44,45,28.38
37.56,39.13,38.06,25.31,41.25,44.56,32.38,41.38,46.81,27.5
36.56,38,37.31,26.44,41.31,44.69,32,42.69,46.75,27.56
36.94,38.88,37.13,25,41.38,44.31,31.75,43,47.06,28.38
33.88,38.56,36.88,24.81,41.25,45.81,31.63,44.5,44.81,30.12
31.25,38.25,31.13,25.44,38.81,42.25,31.75,43.63,44.81,27.38
30.06,37.31,31.69,25.06,36.25,39.94,33.06,41.56,44.5,25.94
27.81,36.81,30.44,25.31,37.38,40,33.06,41.38,44.38,26.19
28.94,37.56,30.94,25.31,39.19,41.81,33.44,41.75,47.06,28.19
29.5,37.25,31.81,26.25,39.63,40,33.31,42.13,47.56,28.88
27.81,36.55,30.88,25,39.19,39.75,32.69,41.31,46.25,28.94
27.44,36.75,30.19,24.94,38.81,40.81,33.44,41.69,47.94,29.38
25.81,35.44,29.88,23.5,38.88,40,33.5,40,49.88,28.69
24.25,35.44,29.38,24.38,38.25,39.5,33.94,40,47.44,28.88
25.19,35.88,29.06,23.81,36.75,38.94,34.25,40.25,48.69,29.12
28.94,36.63,29.75,24.06,37.5,39.06,33.69,40.5,48,28.44
28,37.25,29.94,24.56,38.75,39.88,31.94,43,45.06,29
25.03,37.5,29.88,24.13,39.56,41.06,31.25,43.94,44.53,29
26.94,38.13,28.81,24.44,40,40.94,32.5,42.81,45.48,30.12
24.69,37.5,28.94,22.75,39.19,40.06,31.88,42.63,45.56,30.06
24.63,37.25,30,24.19,38.94,38.88,30.94,43.69,44.25,31.44
26.56,36.69,29.44,23.81,40.75,40.44,31.44,45,44.88,32.88
25.38,36.69,30.69,24.75,44,43.19,30.5,44.25,46.25,31.5
23.63,33.88,31.44,23.88,45.06,40.69,29.63,43.31,46,32.75
21.38,34.31,30.63,24,44.94,39.94,30.25,41.63,46.81,33.56
23.44,34.38,30.94,24.13,47.25,39.88,29.5,42.56,46.88,33.69
25.31,36.44,30.38,23.88,45.13,41.81,29.94,44,44.06,33.31
25.88,35.69,30.31,23.63,45,42.56,30.88,44.81,44.94,32.56
23.75,38.5,29.75,23.63,45.19,42.25,31.13,45.06,44.06,32.25
22.69,37.56,29,23.25,43.88,41.88,31.56,48,43.56,31.25
22.88,37.44,29.38,22.5,41.94,41.06,31.5,47.63,41.88,31.25
19.88,37.5,29.31,23.5,44.13,42.44,32.31,46.69,43.56,31.69
18.25,37.88,29.13,23.56,42.63,41.06,32.88,47.56,45.13,28.75
16.69,36.19,27.06,22.13,41.13,40.25,31.38,49.13,44,28.19
15.19,37.38,27.69,24.19,42.88,41.81,32.69,49.25,44.94,30
15.56,39.69,26.44,22.81,41.63,41.5,32.69,51.19,45.25,30.69
16.94,39.12,26.94,24,40.69,40.81,32.5,54.06,45,30.62
16.88,40.56,28.31,23.56,42.75,42,33.13,56.69,44.25,32.25
17.38,41,28.75,24.25,43.63,42.69,33.88,56.75,44.38,32
15.56,41.31,28.94,23.44,45.69,44.5,34,55.81,44.25,32.25
13.88,39.94,27.94,24.31,45.56,44.75,33.5,54.13,42.06,33.25
17.56,41.63,31.06,25.13,51.44,53,33.69,55.94,43.25,36.25
15.5,41,31.94,26.94,51.69,53.63,33,57.38,41.13,36.94
14.56,40.69,31.5,26.25,49.75,51.81,32.94,54.88,41.75,34.69
14.94,40.69,30.13,25.63,47.69,49.38,33,57.63,42.44,34.38
16.38,42.19,30.13,26.44,45.88,48.5,33.06,59.44,41.75,34.5
16.5,41.63,30.38,26.25,47.44,50.38,33.19,58.13,44,34.44
17,42.56,29.5,26.94,49.06,49.94,32.69,57.75,44.31,33.44
17.69,43.42,31.56,26.38,49.13,50.38,33.63,56.44,44.75,34.81
18.06,44.63,33.06,27.13,48.88,49.5,34.13,55.69,44.81,35.88
18.38,43.5,33.38,26.88,46.38,48.13,34.69,55.81,44.81,35.81
19.5,43.94,33.13,27.19,44.25,46.13,33.63,56.06,45.44,34.56
19.94,44.31,32.69,26.31,41,44.38,32.81,52.44,46.31,32.75
18.5,43.63,31.13,27.13,43.75,45.94,33.5,52.94,45.25,34.56
18.95,42.5,30,27,44.75,47.88,32.88,53.13,46.38,36
21.88,42.13,30.5,27.75,45.06,47.31,30.81,52.38,43.38,36.31
19,41.31,30.06,28.06,46,48.44,29.56,54.19,42.81,36.69
19.5,41.5,29.81,28,44.75,48.81,29,53,45.63,36.38
20.13,42.75,30.82,28.29,45.5,49.8,29.52,52.67,49.25,36.85
18.94,41.88,30.9,28.3,46,50.78,29.45,53.02,48.75,36.5
17.31,42.31,30.45,28.19,48.2,53.45,29.35,55.02,49.94,37.98
16.25,42.25,31.5,28.37,48.65,54.5,29.03,54.75,49.06,37.9
14.38,41.19,30.75,28.01,46.89,53.84,29.43,54.95,47.88,36.97
14.44,43.06,30.43,28.45,46.61,53.1,29.36,55.3,47.94,36.35
15.81,43.19,31.61,28.74,45.65,52.28,30.03,56.85,49.88,36.29
15,43.63,31,27.26,45.78,52.19,29.27,56.68,49.88,36.69
14.38,43.94,32.13,28.01,43.99,50,29.34,55.18,48.63,35.36
13.38,43.38,31.95,26.92,44.43,53.51,29.76,54.7,48.31,33.95
14.5,43.5,32.51,27.8,45.73,54,29.83,54.48,50,36.15
13.75,43.38,31.5,27.92,46.31,56.25,30,56.14,48.63,36.83
14.44,42.31,31.15,27.86,45.72,56.41,29.25,55.2,47.88,36.61
14.5,42.25,32.41,28,44.61,56.89,30.08,52.42,49.25,36.5
13.69,42.06,32.01,27.6,43,56.5,30.22,51.82,48.94,35.72
12.5,42.5,31.15,27.71,44.09,58.3,30.44,47.81,48.31,37.25
11.94,42.19,31.51,27.68,40.95,54.31,29.68,47.1,47.88,34.8
11.94,41.31,31,27.51,40,54.14,30.06,48.05,47.38,35.8
11.81,41.56,30.3,28.35,40.01,54.58,30.12,49,47.69,35.74
11.94,43.31,31.4,28.6,43.75,58.91,29.88,49.17,47.81,37.8
11.75,43.38,30.75,28.43,44.6,57.5,30.05,39.6,48.25,38.37
10.19,42.56,30.95,27.81,42.5,55.88,29.4,39.05,47.63,39
10.44,42.59,30.34,28.21,41.5,55.01,29.21,38.2,47.56,37.29
10,42.81,29.99,28.06,41.55,57.1,28.85,37.91,47.5,36.95
12.63,44.44,29.53,28.3,41.43,57.15,28.56,37.99,46.69,36.4
11.88,45.19,29.73,29.04,41.36,58.9,28.85,39.23,46.75,38
12.25,45.25,29.98,29.08,43.7,62.29,28.4,40.4,46.19,38.3
11.69,44.81,29.85,30.35,44.72,61.91,29.3,40.5,47.56,38
12.25,44.63,29.72,30.1,44.52,62.47,28.95,40.11,47.13,37.6
10.63,42.63,27.51,30.25,42.06,59.64,28.06,39.17,44.94,36.51
11,41.94,28.02,29.84,42.7,59.61,27.8,37.83,44.75,35.65
10.63,40.81,27.09,28.69,41.62,58.72,27.55,36.81,43.25,35.5
10.88,41.81,28,28.6,43.2,60.7,27.24,36.54,43.69,35.57
11,42.06,27.52,28.43,42.26,60.02,26.5,36.5,43.81,34.93
10.5,42.81,28.01,29.81,42.5,61.25,26.38,36.3,44.31,35.6
10.25,41.69,26.91,28.82,41.95,62.37,25.77,38.01,43.25,35.75
10,41.13,27.38,28.25,41.5,62.05,25.65,40.2,40.94,36.87
10.19,39.75,26.97,27.81,40.76,57.63,25.11,39.81,40.06,34.5
10.19,38.06,27.82,27.9,39.67,55.9,25,40.47,40.88,34.9
10.94,39.94,27.92,28.99,41.35,56.9,25.3,39.59,41.63,35.79
11.64,41.06,29.2,28.12,43.46,58.6,25.33,39.95,40.69,36.88
10.8,41,28.36,27.94,43.23,57.49,25.28,39.73,41.19,36.15
10,41.19,28.1,28.49,42.66,58.65,26.49,40.23,41.94,35.46
10.23,41.19,28.6,28.12,43.1,58.45,26.55,40.55,42.44,36.08
9.1,40.75,27.97,28.61,42.55,57.44,26.64,41.19,43,36.3
8.63,39.19,27.1,27.37,42.6,57.1,25.79,39.41,41.75,35.08
8.4,38.88,27.1,28.57,42.3,56.4,26.09,39.98,40.94,34.31
9.12,40.06,28.08,28.35,43.96,58.16,26,39.6,40.94,35.85
8.37,40.19,28.49,27.8,43.78,57.35,26.25,39.37,37.25,35.6
11.18,39.54,28.6,29,42.19,55.4,26.69,39.5,38.63,35.05
12.01,39.5,29.25,28.96,43.01,56.86,27,39.42,40,35.85
13.32,40.21,28.63,28.18,41.5,56,26.73,38.05,40.25,35.7
14.67,40.65,29.09,29,41.65,54.5,26.89,37.46,37.98,35.85
14.03,40.74,29.16,29.18,41.5,54.05,27.22,36.95,38.57,35.75
14.74,41.74,30,28.88,41.91,52.77,27.17,37.2,38.98,35.35
16.54,42.04,31.9,30.71,45.61,59.3,27.49,38.24,41.51,38.25
15.99,42.69,31.88,30.3,46.08,58.96,27.47,39.6,41.28,37.48
15.78,42.25,31.36,30,46.21,58.31,27.09,39.74,40.23,37.5
16.2,41.7,30.03,30.06,46.19,58.31,26.96,39.8,39,36.74
15.68,41.5,28.58,29.67,45.02,56.8,26.84,38.25,37.71,35.98
16.09,41.84,30.81,28.8,46.02,56.6,27,38.98,39.73,36.27
15.43,43.23,31.52,29.2,47.3,58.3,27.02,39.83,39.68,37.55
15.27,43.05,30.93,29.61,48.1,62.1,27.11,41.62,37.16,39.16
15.78,43.15,30.25,29.48,47.1,63,27.5,41.81,19.35,38.45
16.89,43.8,30.55,28.3,49.24,64.72,27.78,40.58,20.02,39.09
17.11,44.05,31.25,29.25,48.79,64.23,27.55,41.56,19.71,38.89
16.75,43.64,30.96,28.7,48.51,62.92,26.9,40.94,18.95,39.01
17.56,44.4,30.91,29.08,49.59,64.21,26.82,40.62,18.99,39.25
16.92,44.75,30.99,28.45,49.09,63.5,26.77,40.52,18.87,38.94
16.18,43.65,30.56,28.16,50.01,62.53,26.55,40.96,18.59,38.51
15.01,42.91,29.85,28.08,48.51,60.72,27.2,40.02,18.7,38.3
14.62,41.76,31.08,28.42,49.25,64.04,26.91,39.38,18.61,39.5
14.68,41.63,31.27,27.82,49.88,64.21,27.74,38.39,18.91,39.93
13.33,42.37,30.95,27.8,49.15,64.8,27.75,38.86,19.32,39.7
13.54,42.56,31.1,27.96,50.1,65.81,27.5,39.6,19.54,38.3
14.13,43.15,32.06,28.09,51.21,65.75,27.7,42.01,20.02,38
14.78,43.12,32.51,27.56,52,67.7,28.5,42.3,20.73,38.37
14.72,43.81,32.6,27.13,52.7,68.4,29.8,42.4,20.7,37.8
16.38,43.3,34.28,26.65,53.38,72.5,29.86,43.68,21.1,37.75
16.25,42.36,34.5,25.98,52.99,71,30.5,45.09,21.2,38.89
15.6,41.43,33.11,25.79,52.62,70,30.24,43.7,20.09,37.69
16.75,40.95,33.3,25.65,53.45,71.76,30.76,43.75,20.38,37.53
17.09,40.72,32.64,24.74,52.28,71.82,30.51,43.48,20.39,37.36
17.22,41.01,32.62,24.99,50.54,70.34,30.75,42.46,19.87,37.2
15.66,41.28,31.78,24.6,49.99,69.5,30.69,41,20.09,37.78
16.69,40.46,31.62,24.35,49.29,69.53,30.28,41.1,19.52,37.8
16.95,40.07,31.72,24.59,49.26,69.3,29.71,41.31,19.59,37.8
16.91,40.39,31.62,24.59,50,70.09,29.23,41.16,19.19,37.02
16.44,41.3,31.35,24.22,50.35,71.18,29.41,41.42,19.7,37.61
15.99,40.06,31.6,24.22,49.51,72.08,29.7,41.4,19.22,37.34
16.13,39.92,32.15,24.14,50.71,74,29.89,42.34,19.4,37.96
15.7,40,31.85,24,50.8,73.57,29.45,41.62,19.04,38.26
14.86,40.27,31.51,24.83,50.73,71.9,29.91,41.19,19.22,37.25
14.64,40.2,31.49,24.66,51.11,72.75,29.81,41.87,19.41,37.12
14.12,40.37,30.8,24.58,50.51,73.9,30,41.35,19.56,36.85
13.29,40.28,29.86,24.48,49.51,72.93,29.96,41.45,19.19,36.7
